
EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2012-8-3,96,76,60,68,63,58,93,63,33,29.96,29.92,29.88,10,10,9,10,2,17,0.00,0,,134<br />
2012-8-4,91,78,64,73,67,63,97,77,50,30.00,29.93,29.83,10,6,0,17,3,24,0.00,2,Fog-Rain-Thunderstorm,194<br />
2012-8-5,90,80,69,72,63,49,94,69,30,30.11,29.94,29.86,10,8,4,20,8,28,0.00,4,Rain,265<br />
2012-8-6,84,64,44,54,48,43,100,72,27,30.17,30.12,30.02,10,6,0,9,1,28,0.00,0,Fog,201<br />
2012-8-7,91,70,48,59,51,46,94,70,26,30.02,29.98,29.90,10,6,0,13,2,21,0.00,0,Fog,248<br />
2012-8-8,90,75,61,65,58,51,87,56,30,29.97,29.95,29.93,10,10,10,12,4,17,0.00,1,,7<br />
2012-8-9,72,67,62,63,61,54,94,87,53,29.98,29.90,29.80,10,7,2,15,6,21,0.13,8,Rain-Thunderstorm,53<br />
2012-8-10,71,65,60,63,60,57,94,87,64,29.79,29.70,29.65,10,7,1,14,6,25,0.20,8,Rain,293<br />
2012-8-11,72,65,59,59,57,55,93,83,61,29.95,29.82,29.72,10,8,2,15,10,20,0.05,8,Rain,312<br />
2012-8-12,82,68,55,59,56,53,93,67,38,30.01,29.98,29.94,10,10,10,14,5,20,0.00,2,,289<br />
2012-8-13,77,68,60,62,59,55,93,75,50,30.02,29.98,29.95,10,10,5,6,2,,0.06,5,Rain,339<br />
2012-8-14,81,69,57,62,59,53,94,78,40,29.95,29.92,29.87,10,7,2,10,5,,0.33,6,Rain,14<br />
2012-8-15,84,68,51,64,56,51,100,85,40,29.97,29.94,29.92,10,5,0,9,1,,0.00,1,Fog,244<br />
2012-8-16,82,70,57,64,60,56,100,82,46,29.98,29.91,29.77,10,5,0,18,3,29,0.05,2,Fog-Rain,225<br />
2012-8-17,78,67,59,62,54,47,93,65,37,29.98,29.91,29.84,10,10,9,14,7,23,0.00,2,,303<br />
2012-8-18,77,58,41,49,44,38,100,72,27,30.04,30.00,29.95,10,7,0,7,2,,0.00,0,Fog,261<br />
2012-8-19,80,63,48,52,48,43,93,60,31,29.97,29.94,29.89,10,10,10,10,1,,0.00,2,,4<br />
2012-8-20,79,63,48,55,50,46,94,71,32,30.00,29.95,29.92,10,8,1,9,2,,0.00,1,,7<br />
2012-8-21,82,66,50,56,52,48,97,79,31,30.11,30.05,30.00,10,7,0,12,1,,0.00,2,Fog,223<br />
2012-8-22,84,65,48,59,50,46,100,77,28,30.15,30.11,30.07,10,4,0,10,1,,0.00,0,Fog,261<br />
2012-8-23,88,67,46,57,51,46,100,75,29,30.16,30.12,30.08,10,6,0,16,2,86,0.00,0,Fog,239<br />
2012-8-24,90,70,51,62,55,50,100,79,30,30.14,30.11,30.04,10,4,0,10,1,17,0.00,0,Fog,180<br />
2012-8-25,93,74,57,63,58,53,100,76,27,30.13,30.10,30.06,10,4,0,12,1,,0.00,0,Fog,176<br />
2012-8-26,91,74,57,67,60,57,100,79,35,30.15,30.10,30.00,10,5,0,16,2,26,0.00,1,Fog-Rain,163<br />
2012-8-27,87,74,64,70,67,56,94,83,43,30.04,30.00,29.93,10,6,0,12,3,,0.61,6,Fog-Rain,65<br />
2012-8-28,81,70,55,58,55,52,90,61,39,30.10,30.06,30.01,10,10,10,15,7,23,0.00,0,,347<br />
2012-8-29,81,66,50,59,54,48,100,78,36,30.13,30.09,30.04,10,6,0,6,1,,0.00,0,Fog,220<br />
2012-8-30,84,66,48,59,53,47,100,80,34,30.12,30.08,30.01,10,4,0,14,2,21,0.00,0,Fog,220<br />
2012-8-31,93,74,55,69,62,53,93,67,39,30.05,30.02,29.99,10,10,7,18,6,50,0.00,0,,254<br />
2012-9-1,84,76,69,66,59,55,87,60,44,30.12,30.08,30.02,10,10,8,8,4,,0.00,4,,95<br />
2012-9-2,79,74,68,70,64,56,79,72,60,30.06,30.00,29.95,10,10,10,12,6,,0.00,6,,77<br />
2012-9-3,89,76,64,70,65,57,90,70,52,29.97,29.93,29.87,10,10,6,8,5,,0.00,0,,89<br />
2012-9-4,82,73,64,72,68,63,100,88,60,29.93,29.88,29.84,10,3,0,12,2,,0.00,6,Fog-Rain,354<br />
2012-9-5,81,70,60,70,64,58,100,90,65,29.91,29.86,29.78,10,3,0,12,2,18,0.00,3,Fog-Rain,215<br />
2012-9-6,87,74,63,66,62,57,96,77,37,29.93,29.87,29.82,10,7,1,12,2,,0.00,3,Thunderstorm,283<br />
2012-9-7,93,66,51,65,56,50,100,78,42,29.91,29.83,29.69,10,7,0,13,4,18,0.11,1,Fog-Rain,244<br />
2012-9-8,72,63,54,58,53,47,94,77,44,29.86,29.72,29.65,10,8,2,16,9,26,0.58,6,Rain,323<br />
2012-9-9,73,56,42,50,45,42,100,80,41,30.11,29.94,29.86,10,7,1,13,2,,0.00,2,,345<br />
2012-9-10,73,54,37,50,41,37,100,80,30,30.25,30.17,30.11,10,6,0,6,0,,0.00,0,Fog,270<br />
2012-9-11,79,59,39,53,46,39,100,78,38,30.24,30.19,30.15,10,5,0,15,2,22,0.00,0,Fog,213<br />
2012-9-12,84,63,42,56,48,42,100,84,35,30.25,30.21,30.16,10,5,0,14,1,26,0.00,0,Fog,218<br />
2012-9-13,84,66,50,60,54,50,100,79,33,30.26,30.22,30.17,10,6,0,15,2,24,0.00,4,Fog,273<br />
2012-9-14,72,60,50,59,52,42,94,78,35,30.29,30.25,30.21,10,8,2,14,8,20,0.56,5,Rain,340<br />
2012-9-15,73,56,39,47,44,38,93,67,35,30.34,30.27,30.18,10,10,10,8,3,,0.00,0,,316<br />
2012-9-16,77,58,41,51,45,39,100,82,36,30.17,30.12,30.03,10,5,0,13,1,81,0.00,0,Fog,222<br />
2012-9-17,75,58,42,61,47,39,100,83,41,30.04,29.95,29.71,10,5,0,12,1,29,0.00,1,Fog-Rain,208<br />
2012-9-18,64,54,45,63,50,34,94,74,47,29.98,29.72,29.61,10,9,5,17,8,25,0.03,5,Rain,303<br />
2012-9-19,66,48,30,42,35,30,100,63,30,30.12,30.05,29.99,10,9,1,15,5,48,0.00,0,,219<br />
2012-9-20,69,58,46,54,44,37,89,63,45,29.99,29.91,29.84,10,10,10,15,9,23,0.04,4,Thunderstorm,214<br />
2012-9-21,71,54,37,50,41,35,100,79,28,29.94,29.90,29.79,10,7,1,15,2,23,0.15,2,Rain,262<br />
2012-9-22,57,48,37,50,45,36,96,84,64,30.09,29.87,29.73,10,8,2,15,5,23,0.15,6,Rain-Thunderstorm,278<br />
2012-9-23,59,47,37,44,38,35,100,80,47,30.23,30.16,30.10,10,7,0,12,4,17,0.00,5,Fog,284<br />
2012-9-24,64,46,28,39,32,28,100,76,31,30.22,30.15,29.95,10,6,1,17,4,31,0.00,0,,234<br />
2012-9-25,69,54,43,56,46,35,94,71,50,29.97,29.92,29.88,10,8,2,12,7,21,0.00,4,,212<br />
2012-9-26,69,62,54,63,57,42,100,83,59,30.15,29.98,29.89,10,5,1,12,4,,0.00,6,Rain,209<br />
2012-9-27,66,54,43,44,42,39,89,65,43,30.24,30.20,30.16,10,10,10,10,5,,0.00,2,,82<br />
2012-9-28,71,56,44,48,44,41,93,68,38,30.18,30.14,30.07,10,10,10,6,1,,0.00,4,,350<br />
2012-9-29,73,54,37,46,40,36,100,78,30,30.10,30.05,29.94,10,5,0,10,1,,0.00,1,Fog,332<br />
2012-9-30,66,52,41,48,45,39,93,75,42,29.97,29.94,29.91,10,9,4,16,7,21,0.00,4,,23<br />
2012-10-1,66,50,33,50,39,34,100,84,45,29.97,29.93,29.86,10,4,0,7,1,,0.00,0,Fog,122<br />
2012-10-2,68,61,54,54,51,47,90,73,52,29.92,29.86,29.82,10,10,5,10,5,,0.11,7,Rain,52<br />
2012-10-3,66,62,57,58,54,50,94,79,64,30.07,30.00,29.90,10,8,1,13,4,16,0.01,8,,205<br />
2012-10-4,75,64,52,58,51,48,90,67,40,30.10,30.06,30.01,10,9,5,17,7,24,0.02,2,Rain,223<br />
2012-10-5,62,53,44,58,46,40,90,77,59,30.08,30.03,29.97,10,10,4,13,9,21,0.23,7,Rain,267<br />
2012-10-6,48,42,36,41,36,32,93,76,54,30.13,30.03,29.95,10,9,5,16,8,28,0.00,6,,264<br />
2012-10-7,48,41,36,39,36,33,93,78,59,30.17,30.12,30.09,10,10,8,7,4,,0.02,7,Rain,297<br />
2012-10-8,54,39,24,36,27,23,100,78,32,30.24,30.18,30.13,10,5,0,13,3,18,0.00,1,Fog,228<br />
2012-10-9,62,44,27,37,32,23,89,62,36,30.14,30.02,29.86,10,10,6,16,5,25,0.00,0,,199<br />
2012-10-10,52,40,27,41,36,25,92,75,49,30.19,29.94,29.81,10,9,5,31,11,41,0.13,7,Rain,278<br />
2012-10-11,62,43,24,35,28,22,96,63,30,30.22,30.15,30.05,10,10,9,22,6,34,0.00,1,,239<br />
2012-10-12,53,42,27,36,30,21,92,68,31,30.44,30.36,30.18,10,10,5,14,7,20,0.00,2,,338<br />
2012-10-13,62,42,23,59,38,21,100,89,73,30.41,30.17,29.91,10,5,1,12,2,,0.78,4,Rain,189<br />
2012-10-14,70,65,57,61,58,51,94,81,65,29.90,29.70,29.44,10,7,2,23,12,38,0.10,7,Rain,208<br />
2012-10-15,55,50,46,47,41,37,82,72,63,29.95,29.79,29.55,10,10,7,30,17,34,0.00,8,Rain,292<br />
2012-10-16,60,46,33,43,36,30,89,64,41,30.01,29.90,29.76,10,10,10,13,6,,0.00,2,,213<br />
2012-10-17,73,62,52,55,47,41,90,62,34,29.75,29.66,29.56,10,10,4,24,9,37,0.36,5,Rain,187<br />
2012-10-18,61,54,48,54,46,35,94,72,41,29.67,29.51,29.38,10,9,2,18,10,28,0.28,6,Rain-Thunderstorm,188<br />
2012-10-19,57,51,45,45,41,35,93,76,51,29.64,29.59,29.55,10,10,6,18,6,23,0.14,7,Rain,178<br />
2012-10-20,55,48,39,46,42,38,93,85,64,29.92,29.68,29.58,10,9,6,15,6,21,0.04,7,,243<br />
2012-10-21,62,46,30,45,36,28,100,85,44,30.11,30.03,29.93,10,4,0,10,3,16,0.00,1,Fog,236<br />
2012-10-22,70,52,35,55,42,34,96,83,57,30.11,30.06,29.98,10,6,0,8,1,,0.04,2,Fog-Rain,181<br />
2012-10-23,73,65,57,59,57,55,94,80,59,30.01,29.96,29.91,10,9,2,8,5,,0.08,7,Rain-Thunderstorm,235<br />
2012-10-24,77,65,55,59,57,54,100,81,54,30.03,30.00,29.96,10,6,0,12,4,,0.04,3,Fog,201<br />
2012-10-25,75,62,48,57,52,47,96,68,43,29.99,29.93,29.85,10,10,9,18,7,30,0.00,1,,197<br />
2012-10-26,66,55,44,54,41,32,87,72,56,30.24,30.10,29.86,10,10,9,21,12,31,0.05,6,Rain,329<br />
2012-10-27,55,46,39,36,32,29,76,60,41,30.22,30.19,30.14,10,10,10,15,10,24,0.00,2,,6<br />
2012-10-28,52,44,37,33,29,26,76,60,44,30.22,30.17,30.12,10,10,10,21,12,30,0.00,3,,13<br />
2012-10-29,43,41,39,30,27,22,65,58,47,30.11,29.99,29.73,10,10,10,26,17,43,0.00,8,Rain,351<br />
2012-10-30,41,38,35,36,32,26,93,81,65,29.69,29.52,29.45,10,9,3,30,24,46,0.06,8,Rain-Snow,345<br />
2012-10-31,42,38,35,38,35,34,93,89,81,29.68,29.59,29.52,10,8,2,20,14,31,0.00,8,Rain,319<br />
2012-11-1,50,44,39,37,32,25,89,67,48,29.80,29.73,29.67,10,10,10,20,11,25,0.00,7,,305<br />
2012-11-2,42,39,36,30,28,25,75,63,51,30.09,29.94,29.80,10,10,10,17,10,26,0.00,7,,326<br />
2012-11-3,46,37,28,29,27,24,92,71,48,30.21,30.17,30.12,10,10,10,10,6,,0.00,1,,345<br />
2012-11-4,41,31,21,26,24,17,88,70,53,30.23,30.20,30.18,10,10,10,8,3,,0.00,6,,353<br />
2012-11-5,43,31,19,27,23,18,96,72,45,30.25,30.20,30.17,10,10,8,9,1,,0.00,4,,82<br />
2012-11-6,43,32,21,29,25,20,92,77,49,30.18,30.08,30.00,10,10,9,8,2,,0.00,4,,115<br />
2012-11-7,48,37,26,32,27,23,92,70,46,30.17,30.06,29.98,10,10,8,9,6,,0.00,2,,57<br />
2012-11-8,48,34,19,30,24,16,100,83,50,30.25,30.18,30.13,10,6,2,6,0,,0.00,0,,274<br />
2012-11-9,55,38,21,42,28,20,100,85,53,30.23,30.16,30.10,10,4,0,8,1,,0.00,3,Fog-Rain,179<br />
2012-11-10,63,54,46,48,45,42,90,72,56,30.14,30.09,30.02,10,8,3,13,6,20,0.00,5,,168<br />
2012-11-11,68,58,48,47,42,36,80,54,38,30.14,30.06,29.95,10,10,10,21,12,33,0.00,0,,197<br />
2012-11-12,60,46,32,54,42,22,94,84,51,30.27,30.00,29.91,10,8,2,21,14,32,0.55,8,Rain,244<br />
2012-11-13,34,29,23,25,21,18,92,64,52,30.56,30.45,30.29,10,10,9,15,8,,0.00,7,Snow,293<br />
2012-11-14,39,28,17,27,22,16,96,79,55,30.61,30.55,30.45,10,10,7,6,1,,0.00,1,,146<br />
2012-11-15,48,37,21,30,28,20,96,76,50,30.44,30.39,30.34,10,9,4,6,1,,0.00,3,,18<br />
2012-11-16,52,36,19,33,25,18,100,81,43,30.52,30.45,30.36,10,6,1,6,0,,0.00,0,,5<br />
2012-11-17,52,36,21,34,26,20,96,84,47,30.63,30.56,30.50,10,4,0,9,1,,0.00,0,Fog,142<br />
2012-11-18,54,40,26,41,32,25,100,87,40,30.56,30.48,30.41,10,4,0,9,2,,0.00,1,Fog,93<br />
2012-11-19,54,39,24,37,29,21,100,85,40,30.42,30.35,30.19,10,5,0,6,1,,0.00,1,Fog,113<br />
2012-11-20,55,45,35,44,37,32,100,85,47,30.19,30.14,30.09,10,5,0,5,0,,0.00,6,Fog-Rain,247<br />
2012-11-21,57,42,28,42,33,27,100,92,51,30.25,30.19,30.15,9,2,0,8,0,,0.00,1,Fog,195<br />
2012-11-22,61,44,27,45,39,25,100,83,52,30.18,30.06,29.83,10,4,0,16,4,25,0.02,2,Fog-Rain,203<br />
2012-11-23,53,42,30,48,32,20,94,76,59,30.03,29.84,29.72,10,8,0,26,17,38,0.08,7,Fog-Rain-Snow,267<br />
2012-11-24,32,30,28,20,19,17,69,61,54,30.13,30.09,30.03,10,10,10,16,12,24,0.00,8,Snow,298<br />
2012-11-25,37,32,26,26,23,19,93,74,62,30.04,29.94,29.86,10,8,1,15,9,24,0.00,8,Snow,239<br />
2012-11-26,35,30,26,27,22,17,89,68,56,30.31,30.18,30.03,10,10,7,12,5,,0.00,7,,301<br />
2012-11-27,35,25,15,18,15,12,91,67,44,30.39,30.32,30.27,10,10,10,7,3,,0.00,1,,313<br />
2012-11-28,39,29,17,25,19,14,92,70,51,30.35,30.29,30.22,10,10,10,15,7,25,0.00,4,,252<br />
2012-11-29,46,34,21,27,24,18,89,71,46,30.32,30.27,30.21,10,9,7,14,5,18,0.00,1,,215<br />
2012-11-30,45,38,30,36,32,27,93,78,58,30.27,30.21,30.15,10,7,5,10,4,,0.00,6,,88<br />
2012-12-1,55,45,35,46,39,33,100,85,63,30.27,30.18,30.02,10,4,0,15,6,24,0.00,6,Fog,131<br />
2012-12-2,57,50,44,54,50,45,100,92,80,30.12,30.00,29.94,10,5,0,15,8,24,0.24,7,Fog-Rain,241<br />
2012-12-3,61,49,37,59,50,38,100,96,86,30.14,30.05,29.93,10,2,0,13,3,22,0.01,7,Fog,160<br />
2012-12-4,61,50,39,55,46,30,94,83,65,30.12,29.99,29.91,10,8,2,16,11,21,0.21,6,Rain,266<br />
2012-12-5,39,32,26,29,21,18,81,65,48,30.41,30.34,30.16,10,10,10,14,8,25,0.00,1,,7<br />
2012-12-6,37,28,19,30,25,17,92,79,65,30.35,30.17,29.98,10,10,8,8,4,,0.00,0,,163<br />
2012-12-7,43,38,33,41,38,30,97,93,85,29.99,29.93,29.87,10,3,1,6,1,,0.06,8,Rain,140<br />
2012-12-8,42,38,33,41,35,28,96,88,79,30.18,29.96,29.82,10,8,2,14,7,17,0.13,8,Rain,28<br />
2012-12-9,37,35,33,36,32,27,100,88,70,30.19,29.95,29.65,10,6,0,14,6,21,0.08,8,Fog-Rain-Snow,76<br />
2012-12-10,41,37,33,38,32,21,100,82,60,29.86,29.69,29.60,10,8,0,16,6,23,0.00,8,Fog,295<br />
2012-12-11,35,30,25,25,21,18,88,73,54,30.17,30.03,29.86,10,10,4,14,6,25,0.00,5,Snow,238<br />
2012-12-12,43,32,21,25,23,19,92,75,47,30.39,30.32,30.19,10,9,6,10,7,,0.00,0,,216<br />
2012-12-13,43,31,19,27,23,17,92,76,47,30.39,30.32,30.19,10,9,6,15,5,22,0.00,0,,204<br />
2012-12-14,46,35,24,31,27,23,96,76,54,30.26,30.22,30.18,10,9,5,7,4,,0.00,0,,192<br />
2012-12-15,43,36,28,41,33,26,100,87,62,30.18,29.99,29.69,10,4,0,13,4,21,0.06,6,Fog-Rain,116<br />
2012-12-16,51,46,42,49,44,39,100,92,80,29.69,29.64,29.58,10,6,2,15,5,,0.13,8,Rain,231<br />
2012-12-17,42,40,39,38,35,30,93,80,70,29.75,29.68,29.63,10,10,8,10,7,,0.00,8,,289<br />
2012-12-18,41,36,32,35,30,24,97,80,53,29.78,29.72,29.63,10,8,3,10,6,,0.02,7,Rain,280<br />
2012-12-19,39,34,28,36,33,25,100,88,70,30.14,29.99,29.72,7,5,3,8,3,,0.00,6,,309<br />
2012-12-20,46,40,33,45,37,30,93,89,76,30.05,29.43,29.15,10,6,1,18,12,28,0.91,8,Rain-Snow,144<br />
2012-12-21,33,32,30,31,27,20,93,83,64,29.90,29.41,29.17,10,5,1,30,12,44,0.02,8,Snow,309<br />
2012-12-22,35,30,23,24,21,19,92,72,59,30.10,30.03,29.92,10,10,7,21,14,33,0.00,4,,289<br />
2012-12-23,36,26,15,23,19,12,96,78,59,30.06,29.98,29.90,10,8,2,10,5,,0.00,2,,300<br />
2012-12-24,33,26,18,28,24,12,93,85,70,30.03,29.90,29.81,10,7,1,10,6,17,0.02,7,Snow,45<br />
2012-12-25,33,28,23,25,22,19,91,76,64,30.32,30.22,30.01,10,10,10,10,7,,0.00,6,,10<br />
2012-12-26,30,28,26,27,24,19,93,83,64,30.25,29.97,29.83,10,5,0,22,12,41,0.11,8,Fog-Snow,35<br />
2012-12-27,30,19,8,25,19,4,95,83,64,30.19,30.04,29.85,10,8,1,16,10,23,0.01,4,Snow,331<br />
2012-12-28,28,16,3,23,16,-1,92,83,74,30.20,30.10,29.96,10,8,1,6,1,,0.00,6,Snow,101<br />
2012-12-29,28,26,21,25,23,17,93,86,74,30.08,29.88,29.80,10,5,1,10,6,,0.07,8,Snow,6<br />
2012-12-30,28,20,10,25,18,8,92,83,75,30.33,30.25,30.10,10,8,4,15,8,21,0.00,6,Snow,237<br />
2012-12-31,34,22,10,27,21,8,92,76,63,30.19,30.03,29.95,10,9,4,20,9,24,0.00,4,,244<br />
